LR
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score;average precision score
1;279.000;8.000;1.000;9.000;0.615;0.600;0.932
2;277.000;9.000;0.000;11.000;0.621;0.604;0.701
3;275.000;9.000;0.000;13.000;0.581;0.562;0.582
4;278.000;8.000;1.000;10.000;0.593;0.575;0.688
5;269.000;8.000;0.000;19.000;0.457;0.434;0.646
6;277.000;9.000;0.000;11.000;0.621;0.604;0.776
7;272.000;6.000;3.000;16.000;0.387;0.360;0.309
8;278.000;9.000;0.000;10.000;0.643;0.628;0.681
9;271.000;9.000;0.000;17.000;0.514;0.491;0.850
10;267.000;8.000;0.000;21.000;0.432;0.407;0.601
11;271.000;9.000;0.000;17.000;0.514;0.491;0.672
12;261.000;9.000;0.000;27.000;0.400;0.369;0.535
13;281.000;9.000;0.000;7.000;0.720;0.709;0.881
14;271.000;9.000;0.000;17.000;0.514;0.491;0.711
15;262.000;8.000;0.000;26.000;0.381;0.353;0.314
16;267.000;9.000;0.000;21.000;0.462;0.435;0.533
17;257.000;9.000;0.000;31.000;0.367;0.334;0.546
18;275.000;9.000;0.000;13.000;0.581;0.562;0.640
19;282.000;9.000;0.000;6.000;0.750;0.740;0.682
20;268.000;8.000;0.000;20.000;0.444;0.420;0.558
21;261.000;9.000;0.000;27.000;0.400;0.369;0.743
22;279.000;9.000;0.000;9.000;0.667;0.653;0.874
23;271.000;9.000;0.000;17.000;0.514;0.491;0.672
24;271.000;8.000;1.000;17.000;0.471;0.446;0.651
25;268.000;7.000;1.000;20.000;0.400;0.374;0.350
max;282.000;9.000;3.000;31.000;0.750;0.740;0.932
avg;271.520;8.520;0.280;16.480;0.522;0.500;0.645
min;257.000;6.000;0.000;6.000;0.367;0.334;0.309
---
RF
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
6;280.000;8.000;1.000;8.000;0.640;0.625
7;279.000;6.000;3.000;9.000;0.500;0.480
8;284.000;7.000;2.000;4.000;0.700;0.690
9;283.000;8.000;1.000;5.000;0.727;0.717
10;283.000;5.000;3.000;5.000;0.556;0.542
11;280.000;7.000;2.000;8.000;0.583;0.567
12;279.000;7.000;2.000;9.000;0.560;0.542
13;285.000;8.000;1.000;3.000;0.800;0.793
14;279.000;5.000;4.000;9.000;0.435;0.413
15;279.000;7.000;1.000;9.000;0.583;0.568
16;276.000;6.000;3.000;12.000;0.444;0.421
17;276.000;6.000;3.000;12.000;0.444;0.421
18;282.000;6.000;3.000;6.000;0.571;0.556
19;288.000;5.000;4.000;0.000;0.714;0.708
20;284.000;7.000;1.000;4.000;0.737;0.728
21;279.000;9.000;0.000;9.000;0.667;0.653
22;284.000;7.000;2.000;4.000;0.700;0.690
23;285.000;8.000;1.000;3.000;0.800;0.793
24;281.000;5.000;4.000;7.000;0.476;0.457
25;279.000;7.000;1.000;9.000;0.583;0.568
max;288.000;9.000;4.000;12.000;0.800;0.793
avg;281.440;6.720;2.080;6.560;0.617;0.603
min;276.000;5.000;0.000;0.000;0.435;0.413
---
KNN
Nr.;TN;TP;FN;RF;f1 score;cohens kappa score
1;279.000;8.000;1.000;9.000;0.615;0.600
2;279.000;9.000;0.000;9.000;0.667;0.653
3;274.000;9.000;0.000;14.000;0.562;0.543
4;279.000;9.000;0.000;9.000;0.667;0.653
5;271.000;8.000;0.000;17.000;0.485;0.463
6;279.000;9.000;0.000;9.000;0.667;0.653
7;271.000;8.000;1.000;17.000;0.471;0.446
8;278.000;9.000;0.000;10.000;0.643;0.628
9;272.000;9.000;0.000;16.000;0.529;0.507
10;272.000;7.000;1.000;16.000;0.452;0.429
11;274.000;9.000;0.000;14.000;0.562;0.543
12;268.000;9.000;0.000;20.000;0.474;0.448
13;280.000;9.000;0.000;8.000;0.692;0.680
14;269.000;9.000;0.000;19.000;0.486;0.462
15;264.000;8.000;0.000;24.000;0.400;0.373
16;271.000;9.000;0.000;17.000;0.514;0.491
17;259.000;9.000;0.000;29.000;0.383;0.351
18;274.000;9.000;0.000;14.000;0.562;0.543
19;284.000;8.000;1.000;4.000;0.762;0.753
20;267.000;8.000;0.000;21.000;0.432;0.407
21;262.000;9.000;0.000;26.000;0.409;0.379
22;276.000;9.000;0.000;12.000;0.600;0.582
23;268.000;9.000;0.000;20.000;0.474;0.448
24;278.000;8.000;1.000;10.000;0.593;0.575
25;269.000;8.000;0.000;19.000;0.457;0.434
max;284.000;9.000;1.000;29.000;0.762;0.753
avg;272.680;8.600;0.200;15.320;0.542;0.522
min;259.000;7.000;0.000;4.000;0.383;0.351
